Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,HostGroup,SlopGroup
342.1000224,,,s,0.383730438,0.01767144,0.01767144,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
444.0999744,,,s,0.310474723,0.011438312,0.011438312,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
544.3000416,,,s,0.260631107,0.009602005,0.009602005,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
646.2999936,,,s,0.229100612,0.008440378,0.008440378,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
764.5999968,,,s,0.207026647,0.007627144,0.007627144,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
865.7000064,,,s,0.183664935,0.006766466,0.006766466,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
967.6999584,,,s,0.175398651,0.004846444,0.004846444,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1067.900026,,,s,0.162939451,0.006002911,0.006002911,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1239.000019,,,s,0.145890243,0.005374795,0.005374795,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1340.100029,,,s,0.139324101,0.00513289,0.00513289,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1439.399981,,,s,0.135527132,0.004993004,0.004993004,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1539.599962,,,s,0.128240809,0.004724566,0.004724566,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1681.300022,,,s,0.128240809,0.004724566,0.004724566,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1782.400032,,,s,0.12023371,0.00332218,0.00332218,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1883.500042,,,s,0.118039198,0.004348725,0.004348725,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1986.299971,,,s,0.11588474,0.003202014,0.003202014,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2102.09999,,,s,0.112726559,0.004153,0.004153,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2204.100029,,,s,0.108649129,0.004002782,0.004002782,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2303.399981,,,s,0.106666059,0.003929723,0.003929723,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2406.199997,,,s,0.104719184,0.003857997,0.003857997,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2523.700022,,,s,0.101865295,0.003752856,0.003752856,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2623.999968,,,s,0.099089183,0.00365058,0.00365058,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2724.200035,,,s,0.099089183,0.00365058,0.00365058,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2826.100022,,,s,0.094629435,0.003486277,0.003486277,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2942.799984,,,s,0.091206596,0.003360175,0.003360175,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3043.899994,,,s,0.090370409,0.002497027,0.002497027,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3144.099974,,,s,0.088720963,0.002451451,0.002451451,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3244.300042,,,s,0.088720963,0.003268601,0.003268601,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3356.599997,,,s,0.086303071,0.003179523,0.003179523,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3457.700006,,,s,0.085511839,0.003150373,0.003150373,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3558.000038,,,s,0.083181404,0.003064516,0.003064516,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3659.900026,,,s,0.080172652,0.00295367,0.00295367,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3773.10001,,,s,0.082418793,0.003795526,0.003795526,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3873.29999,,,s,0.078709336,0.003624699,0.003624699,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
3973.499971,,,s,0.08091448,0.002981,0.002981,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4076.400038,,,s,0.076564288,0.002820733,0.002820733,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4191.300029,,,s,0.075862343,0.00349359,0.00349359,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4292.400038,,,s,0.069187279,0.002548954,0.002548954,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4394.300026,,,s,0.073118328,0.003367223,0.003367223,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4496.299978,,,s,0.073118328,0.002693779,0.002693779,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4617.200016,,,s,0.069827461,0.005788212,0.005788212,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4714.799962,,,s,0.075862343,0.004192308,0.004192308,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4815.899971,,,s,0.073118328,0.004040668,0.004040668,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
4917.90001,,,s,0.064867364,0.004182154,0.004182154,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
90301,,,s,0.03047895,0.0011025,0.0011025,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
176419.3,,,s,0.01555966,0.0007003,0.0007003,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
262409.8,,,s,0.01037528,0.0003753,0.0003753,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
434653.3,,,s,0.00452898,0.0002038,0.0002038,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
522187.8,,,s,0.00267917,0.0002803,0.0002803,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
780505.6,,,s,0.00101859,0.0002459,0.0002459,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
1901293.3,,,s,0.00048306,7.00E-05,7.00E-05,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
2418484.6,,,s,0.00032509,5.22E-05,5.22E-05,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
5185070,,,s,0.00020701,4.11E-05,4.11E-05,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,g_host,slop
76.5000288,,,s,1.21346219,0.212351596,0.212351596,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
115.8000192,,,s,0.946294354,0.139451089,0.139451089,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
154.8999936,,,s,0.794376246,0.146329512,0.146329512,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
233.4000096,,,s,0.613799102,0.113065973,0.113065973,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
342.1000224,,,s,0.444658142,0.012286359,0.012286359,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
444.0999744,,,s,0.353204517,0.009759401,0.009759401,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
544.3000416,,,s,0.29924455,0.008268432,0.008268432,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
646.2999936,,,s,0.260631107,0.007201504,0.007201504,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
764.5999968,,,s,0.229100612,0.008440378,0.008440378,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
865.7000064,,,s,0.208942241,0.005773287,0.005773287,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
967.6999584,,,s,0.195896307,0.005412815,0.005412815,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1067.900026,,,s,0.188810546,0.005217028,0.005217028,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1239.000019,,,s,0.169054311,0.006228191,0.006228191,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1340.100029,,,s,0.159965471,0.004420009,0.004420009,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1439.399981,,,s,0.154179364,0.004260133,0.004260133,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1539.599962,,,s,0.151365273,0.004182377,0.004182377,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1681.300022,,,s,0.145890243,0.005374795,0.005374795,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1782.400032,,,s,0.139324101,0.003849667,0.003849667,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1883.500042,,,s,0.136781149,0.003779403,0.003779403,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1986.299971,,,s,0.134284612,0.003710421,0.003710421,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2102.09999,,,s,0.12706509,0.004681251,0.004681251,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2204.100029,,,s,0.12706509,0.003510938,0.003510938,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2303.399981,,,s,0.12706509,0.004681251,0.004681251,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2406.199997,,,s,0.118039198,0.004348725,0.004348725,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2523.700022,,,s,0.116957008,0.004308855,0.004308855,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2623.999968,,,s,0.113769605,0.00314357,0.00314357,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2724.200035,,,s,0.112726559,0.00311475,0.00311475,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2826.100022,,,s,0.108649129,0.004002782,0.004002782,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2942.799984,,,s,0.107653028,0.003966084,0.003966084,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3043.899994,,,s,0.105688139,0.002920271,0.002920271,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3144.099974,,,s,0.104719184,0.002893498,0.002893498,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3244.300042,,,s,0.101865295,0.003752856,0.003752856,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3356.599997,,,s,0.100006044,0.003684359,0.003684359,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3457.700006,,,s,0.098180728,0.002712834,0.002712834,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3558.000038,,,s,0.096388728,0.002663319,0.002663319,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3659.900026,,,s,0.096388728,0.003551092,0.003551092,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3773.10001,,,s,0.092902254,0.003422646,0.003422646,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3873.29999,,,s,0.095505031,0.003518535,0.003518535,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
3973.499971,,,s,0.092902254,0.003422646,0.003422646,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4076.400038,,,s,0.086303071,0.003179523,0.003179523,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4191.300029,,,s,0.087907565,0.003238634,0.003238634,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4292.400038,,,s,0.086303071,0.003179523,0.003179523,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4394.300026,,,s,0.082418793,0.003036421,0.003036421,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4496.299978,,,s,0.083181404,0.003064516,0.003064516,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4617.200016,,,s,0.08091448,0.00372625,0.00372625,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4714.799962,,,s,0.079437625,0.00292659,0.00292659,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4815.899971,,,s,0.077272729,0.002846833,0.002846833,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
4917.90001,,,s,0.083181404,0.003830645,0.003830645,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
90301,,,s,0.0394457,0.0014268,0.0014268,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
176419.3,,,s,0.0218776,0.0007913,0.0007913,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
262409.8,,,s,0.0144544,0.0005228,0.0005228,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
434653.3,,,s,0.0057016,0.0002062,0.0002062,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
522187.8,,,s,0.003767,0.0002352,0.0002352,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
780505.6,,,s,0.0014454,0.0001865,0.0001865,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
1901293.3,,,s,0.0006026,0.000115,0.000115,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
2418484.6,,,s,0.0003981,8.19E-05,8.19E-05,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
5185070,,,s,0.0003221,5.91E-05,5.91E-05,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,r_host,slop
342.1000224,,,s,0.461345458,0.016996595,0.016996595,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
444.0999744,,,s,0.366459723,0.013500875,0.013500875,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
544.3000416,,,s,0.293782721,0.008117517,0.008117517,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
646.2999936,,,s,0.265476601,0.009780519,0.009780519,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
764.5999968,,,s,0.227000205,0.008362997,0.008362997,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
865.7000064,,,s,0.214796029,0.007913378,0.007913378,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
967.6999584,,,s,0.199538291,0.007351262,0.007351262,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1067.900026,,,s,0.183664935,0.006766466,0.006766466,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1239.000019,,,s,0.170618551,0.00628582,0.00628582,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1340.100029,,,s,0.169054311,0.006228191,0.006228191,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1439.399981,,,s,0.151365273,0.005576503,0.005576503,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1539.599962,,,s,0.149977548,0.005525377,0.005525377,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1681.300022,,,s,0.145890243,0.006718494,0.006718494,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1782.400032,,,s,0.144552714,0.005325519,0.005325519,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1883.500042,,,s,0.136781149,0.005039204,0.005039204,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
1986.299971,,,s,0.133053483,0.004901871,0.004901871,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2102.09999,,,s,0.129427407,0.004768282,0.004768282,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2204.100029,,,s,0.12706509,0.004681251,0.004681251,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2303.399981,,,s,0.12706509,0.004681251,0.004681251,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2406.199997,,,s,0.119131401,0.004388963,0.004388963,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2523.700022,,,s,0.12590015,0.004638333,0.004638333,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2623.999968,,,s,0.118039198,0.004348725,0.004348725,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2724.200035,,,s,0.112726559,0.004153,0.004153,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2826.100022,,,s,0.111693075,0.004114925,0.004114925,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
2942.799984,,,s,0.104719184,0.004822497,0.004822497,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3043.899994,,,s,0.101865295,0.003752856,0.003752856,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3144.099974,,,s,0.106666059,0.003929723,0.003929723,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3244.300042,,,s,0.106666059,0.003929723,0.003929723,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3356.599997,,,s,0.102807843,0.004734476,0.004734476,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3457.700006,,,s,0.096388728,0.003551092,0.003551092,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3558.000038,,,s,0.099089183,0.00365058,0.00365058,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3659.900026,,,s,0.093761868,0.003454315,0.003454315,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3773.10001,,,s,0.094629435,0.004357847,0.004357847,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3873.29999,,,s,0.087101623,0.004011178,0.004011178,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
3973.499971,,,s,0.088720963,0.003268601,0.003268601,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4076.400038,,,s,0.088720963,0.004085751,0.004085751,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4191.300029,,,s,0.092902254,0.004278307,0.004278307,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4292.400038,,,s,0.084727862,0.00312149,0.00312149,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4394.300026,,,s,0.091206596,0.003360175,0.003360175,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4496.299978,,,s,0.083181404,0.003830645,0.003830645,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4617.200016,,,s,0.088720963,0.004902902,0.004902902,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4714.799962,,,s,0.083951073,0.00386609,0.00386609,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4815.899971,,,s,0.08091448,0.004471499,0.004471499,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
4917.90001,,,s,0.079437625,0.00585318,0.00585318,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
90301,,,s,0.0432514,0.0019466,0.0019466,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
176419.3,,,s,0.0255859,0.0011516,0.0011516,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
262409.8,,,s,0.0175388,0.0006344,0.0006344,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
434653.3,,,s,0.006792,0.0003652,0.0003652,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
522187.8,,,s,0.0049204,0.0004741,0.0004741,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
780505.6,,,s,0.0019055,0.0002911,0.0002911,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,,slop
342.1000224,,,s,0.524839181,0.024169737,0.024169737,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
444.0999744,,,s,0.409285396,0.015078631,0.015078631,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
544.3000416,,,s,0.343578713,0.012657908,0.012657908,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
646.2999936,,,s,0.310474723,0.011438312,0.011438312,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
764.5999968,,,s,0.267933026,0.012338772,0.012338772,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
865.7000064,,,s,0.253528186,0.009340324,0.009340324,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
967.6999584,,,s,0.235519163,0.008676847,0.008676847,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1067.900026,,,s,0.218789386,0.008060499,0.008060499,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1239.000019,,,s,0.199538291,0.009189078,0.009189078,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1340.100029,,,s,0.188810546,0.006956038,0.006956038,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1439.399981,,,s,0.187079521,0.006892264,0.006892264,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1539.599962,,,s,0.175398651,0.006461925,0.006461925,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1681.300022,,,s,0.164447111,0.007573069,0.007573069,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1782.400032,,,s,0.158498899,0.005839315,0.005839315,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1883.500042,,,s,0.157045772,0.00578578,0.00578578,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
1986.299971,,,s,0.151365273,0.005576503,0.005576503,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2102.09999,,,s,0.157045772,0.007232225,0.007232225,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2204.100029,,,s,0.148602546,0.00547472,0.00547472,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2303.399981,,,s,0.147240149,0.005424528,0.005424528,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2406.199997,,,s,0.134284612,0.004947228,0.004947228,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2523.700022,,,s,0.136781149,0.007558806,0.007558806,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2623.999968,,,s,0.135527132,0.004993004,0.004993004,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2724.200035,,,s,0.141914329,0.005228317,0.005228317,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2826.100022,,,s,0.130624984,0.004812402,0.004812402,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
2942.799984,,,s,0.12706509,0.005851564,0.005851564,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3043.899994,,,s,0.121346219,0.00447056,0.00447056,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3144.099974,,,s,0.118039198,0.005435906,0.005435906,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3244.300042,,,s,0.121346219,0.0055882,0.0055882,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3356.599997,,,s,0.116957008,0.006463283,0.006463283,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3457.700006,,,s,0.118039198,0.005435906,0.005435906,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3558.000038,,,s,0.112726559,0.00519125,0.00519125,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3659.900026,,,s,0.106666059,0.004912154,0.004912154,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3773.10001,,,s,0.108649129,0.006004173,0.006004173,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3873.29999,,,s,0.106666059,0.004912154,0.004912154,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
3973.499971,,,s,0.112726559,0.004153,0.004153,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4076.400038,,,s,0.108649129,0.005003477,0.005003477,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4191.300029,,,s,0.102807843,0.005681371,0.005681371,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4292.400038,,,s,0.098180728,0.00452139,0.00452139,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4394.300026,,,s,0.100006044,0.004605449,0.004605449,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4496.299978,,,s,0.104719184,0.003857997,0.003857997,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4617.200016,,,s,0.103759113,0.007645254,0.007645254,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4714.799962,,,s,0.103759113,0.004778284,0.004778284,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4815.899971,,,s,0.098180728,0.006329945,0.006329945,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
4917.90001,,,s,0.095505031,0.005277803,0.005277803,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
90301,,,s,0.0501187,0.0018128,0.0018128,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
176419.3,,,s,0.0283139,0.0012743,0.0012743,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
262409.8,,,s,0.0214783,0.0009667,0.0009667,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
434653.3,,,s,0.0090365,0.0004858,0.0004858,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
522187.8,,,s,0.0046989,0.0004527,0.0004527,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
780505.6,,,s,0.0014588,0.0003,0.0003,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,,slop
425.1000096,,,s,0.441696438,0.028477222,0.028477222,mJy,Spectral Flux,2.40E+14,,,Hz,J,J_offset,,slop
627.4999584,,,s,0.302777708,0.016732114,0.016732114,mJy,Spectral Flux,2.40E+14,,,Hz,J,J_offset,,slop
