Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup
975.4336,,,s,3.57E-09,5.33E-10,5.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
976.0602,,,s,3.89E-09,5.08E-10,5.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
976.7152,,,s,5.24E-09,6.40E-10,6.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
977.2816,,,s,3.75E-09,5.64E-10,5.64E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
977.9251,,,s,3.35E-09,5.00E-10,5.00E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
978.436,,,s,3.94E-09,5.87E-10,5.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
979.0306,,,s,4.35E-09,5.39E-10,5.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
979.7015,,,s,3.96E-09,5.19E-10,5.19E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
980.4524,,,s,4.31E-09,5.33E-10,5.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
981.0649,,,s,3.76E-09,5.83E-10,5.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
981.6659,,,s,3.03E-09,4.60E-10,4.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
982.316,,,s,2.86E-09,4.27E-10,4.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
982.9937,,,s,3.15E-09,4.70E-10,4.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
983.6363,,,s,3.65E-09,5.54E-10,5.54E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
984.2987,,,s,2.89E-09,4.31E-10,4.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
984.9123,,,s,3.40E-09,5.16E-10,5.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
985.5009,,,s,3.66E-09,5.56E-10,5.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
986.1363,,,s,3.18E-09,4.74E-10,4.74E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
986.7264,,,s,3.87E-09,4.89E-10,4.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
987.4395,,,s,3.73E-09,5.67E-10,5.67E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
988.0723,,,s,3.05E-09,4.55E-10,4.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
988.6766,,,s,4.01E-09,5.23E-10,5.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
989.3861,,,s,3.90E-09,5.19E-10,5.19E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
990.0543,,,s,4.42E-09,5.40E-10,5.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
990.7364,,,s,3.09E-09,4.60E-10,4.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
991.3435,,,s,3.96E-09,5.82E-10,5.82E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
992.0186,,,s,3.19E-09,5.14E-10,5.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
992.5434,,,s,3.45E-09,5.24E-10,5.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
993.1588,,,s,3.30E-09,5.11E-10,5.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
993.747,,,s,3.48E-09,5.18E-10,5.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
994.3848,,,s,3.07E-09,4.67E-10,4.67E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
995.0709,,,s,3.05E-09,4.63E-10,4.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
995.6834,,,s,3.54E-09,5.38E-10,5.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
996.2909,,,s,4.23E-09,5.24E-10,5.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
996.8887,,,s,3.52E-09,5.35E-10,5.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
997.5158,,,s,3.70E-09,5.51E-10,5.51E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
998.0574,,,s,3.54E-09,5.28E-10,5.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
998.6533,,,s,3.51E-09,5.33E-10,5.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
999.2062,,,s,4.02E-09,5.28E-10,5.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
999.8881,,,s,4.37E-09,5.34E-10,5.34E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1000.5615,,,s,3.51E-09,5.33E-10,5.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1001.2299,,,s,3.43E-09,5.12E-10,5.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1001.7562,,,s,3.87E-09,5.77E-10,5.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1002.2472,,,s,3.84E-09,5.84E-10,5.84E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1002.8067,,,s,3.69E-09,5.49E-10,5.49E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1003.3783,,,s,3.25E-09,4.94E-10,4.94E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1004.033,,,s,2.99E-09,4.63E-10,4.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1004.6326,,,s,3.36E-09,5.10E-10,5.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1005.2654,,,s,3.33E-09,4.96E-10,4.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1005.8639,,,s,3.49E-09,5.20E-10,5.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1006.4733,,,s,4.74E-09,5.79E-10,5.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1007.1044,,,s,3.35E-09,4.99E-10,4.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1007.6779,,,s,3.97E-09,5.86E-10,5.86E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1008.2709,,,s,4.34E-09,5.33E-10,5.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1008.9475,,,s,4.02E-09,6.00E-10,6.00E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1009.5215,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1010.09,,,s,3.43E-09,5.11E-10,5.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1010.6448,,,s,3.79E-09,5.87E-10,5.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1011.1846,,,s,3.39E-09,5.05E-10,5.05E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1011.7706,,,s,3.67E-09,5.68E-10,5.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1012.3279,,,s,3.18E-09,4.74E-10,4.74E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1013.0348,,,s,3.37E-09,5.02E-10,5.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1013.5487,,,s,4.04E-09,5.83E-10,5.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1014.1399,,,s,3.22E-09,4.90E-10,4.90E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1014.7842,,,s,3.24E-09,4.93E-10,4.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1015.4385,,,s,4.29E-09,5.38E-10,5.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1016.0989,,,s,3.63E-09,5.62E-10,5.62E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1016.6561,,,s,3.95E-09,5.43E-10,5.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1017.2795,,,s,3.06E-09,4.57E-10,4.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1017.85,,,s,3.89E-09,5.85E-10,5.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1018.445,,,s,3.76E-09,5.61E-10,5.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1018.9289,,,s,4.03E-09,5.94E-10,5.94E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1019.5706,,,s,2.97E-09,4.51E-10,4.51E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1020.2755,,,s,2.94E-09,4.47E-10,4.47E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1020.8585,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1021.4863,,,s,3.33E-09,5.06E-10,5.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1022.1077,,,s,4.15E-09,5.07E-10,5.07E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1022.7688,,,s,3.85E-09,5.74E-10,5.74E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1023.3751,,,s,2.96E-09,4.50E-10,4.50E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1024.0446,,,s,4.59E-09,5.68E-10,5.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1024.6442,,,s,3.86E-09,5.91E-10,5.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1025.2349,,,s,3.48E-09,5.29E-10,5.29E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1025.8028,,,s,3.75E-09,5.71E-10,5.71E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1026.3502,,,s,3.79E-09,5.59E-10,5.59E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1026.876,,,s,3.85E-09,5.68E-10,5.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1027.4687,,,s,3.62E-09,5.39E-10,5.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1028.0205,,,s,3.47E-09,5.18E-10,5.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1028.6997,,,s,2.86E-09,4.26E-10,4.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1029.3732,,,s,3.27E-09,4.87E-10,4.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1029.9207,,,s,3.73E-09,5.57E-10,5.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1030.5231,,,s,3.32E-09,4.96E-10,4.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1031.1532,,,s,2.91E-09,4.34E-10,4.34E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1031.8065,,,s,3.93E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1032.4627,,,s,3.13E-09,4.66E-10,4.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1033.1018,,,s,3.23E-09,4.91E-10,4.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1033.7144,,,s,3.47E-09,5.37E-10,5.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1034.3181,,,s,2.71E-09,4.04E-10,4.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1035.1556,,,s,2.54E-09,3.78E-10,3.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1035.8581,,,s,3.51E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1036.4286,,,s,3.78E-09,5.57E-10,5.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1037.0331,,,s,3.23E-09,5.10E-10,5.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1037.5855,,,s,3.57E-09,5.47E-10,5.47E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1038.1301,,,s,3.72E-09,5.55E-10,5.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1038.7309,,,s,3.48E-09,5.18E-10,5.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1039.3118,,,s,3.49E-09,5.20E-10,5.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1039.8562,,,s,3.27E-09,4.87E-10,4.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1040.4713,,,s,3.90E-09,5.81E-10,5.81E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1041.1084,,,s,4.29E-09,5.25E-10,5.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1041.6966,,,s,3.96E-09,6.02E-10,6.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1042.3395,,,s,3.12E-09,4.65E-10,4.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1042.959,,,s,3.28E-09,4.89E-10,4.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1043.6305,,,s,2.90E-09,4.32E-10,4.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1044.3552,,,s,3.15E-09,4.70E-10,4.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1045.0789,,,s,2.82E-09,4.21E-10,4.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1045.6208,,,s,3.86E-09,5.86E-10,5.86E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1046.1917,,,s,3.35E-09,5.08E-10,5.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1046.7856,,,s,3.65E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1047.3921,,,s,4.29E-09,5.24E-10,5.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1048.0961,,,s,3.42E-09,5.20E-10,5.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1048.677,,,s,2.89E-09,4.32E-10,4.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1049.3812,,,s,3.19E-09,4.76E-10,4.76E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1050.0036,,,s,3.11E-09,4.63E-10,4.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1050.6598,,,s,3.53E-09,5.27E-10,5.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1051.1858,,,s,3.77E-09,5.61E-10,5.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1051.759,,,s,3.75E-09,5.60E-10,5.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1052.3366,,,s,3.51E-09,5.43E-10,5.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1052.9309,,,s,3.15E-09,4.79E-10,4.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1053.6447,,,s,2.54E-09,3.78E-10,3.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1054.3161,,,s,3.62E-09,5.40E-10,5.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1054.8992,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1055.4666,,,s,3.64E-09,5.53E-10,5.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1056.0577,,,s,4.86E-09,6.17E-10,6.17E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1056.6687,,,s,3.63E-09,5.42E-10,5.42E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1057.1805,,,s,3.50E-09,5.22E-10,5.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1057.7717,,,s,3.86E-09,5.87E-10,5.87E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1058.3527,,,s,3.53E-09,5.26E-10,5.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1058.9198,,,s,3.56E-09,5.31E-10,5.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1059.4848,,,s,2.96E-09,4.42E-10,4.42E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1060.1531,,,s,3.79E-09,5.66E-10,5.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1060.7711,,,s,3.02E-09,4.58E-10,4.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1061.3856,,,s,3.82E-09,5.69E-10,5.69E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1061.9269,,,s,3.18E-09,4.83E-10,4.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1062.585,,,s,3.43E-09,5.12E-10,5.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1063.2108,,,s,2.83E-09,4.30E-10,4.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1063.9993,,,s,2.71E-09,4.04E-10,4.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1064.6231,,,s,3.58E-09,5.34E-10,5.34E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1065.297,,,s,2.37E-09,3.54E-10,3.54E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1065.9984,,,s,3.92E-09,5.85E-10,5.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1066.6069,,,s,3.24E-09,4.92E-10,4.92E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1067.2526,,,s,3.34E-09,5.08E-10,5.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1067.7788,,,s,4.02E-09,5.93E-10,5.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1068.3458,,,s,3.58E-09,5.34E-10,5.34E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1068.979,,,s,2.97E-09,4.55E-10,4.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1069.574,,,s,3.42E-09,5.10E-10,5.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1070.2757,,,s,2.72E-09,4.22E-10,4.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1070.891,,,s,3.77E-09,5.73E-10,5.73E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1071.4789,,,s,3.38E-09,5.04E-10,5.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1072.1106,,,s,3.27E-09,4.97E-10,4.97E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1072.7209,,,s,3.84E-09,4.96E-10,4.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1073.4205,,,s,3.53E-09,5.27E-10,5.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1074.0644,,,s,3.20E-09,4.77E-10,4.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1074.6147,,,s,3.65E-09,5.44E-10,5.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1075.1583,,,s,4.04E-09,6.03E-10,6.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1075.7134,,,s,3.36E-09,5.01E-10,5.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1076.4249,,,s,2.64E-09,3.93E-10,3.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1077.104,,,s,3.33E-09,4.97E-10,4.97E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1077.7234,,,s,3.31E-09,4.94E-10,4.94E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1078.386,,,s,2.83E-09,4.38E-10,4.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1079.0814,,,s,2.87E-09,4.27E-10,4.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1079.7156,,,s,3.57E-09,5.32E-10,5.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1080.3642,,,s,3.04E-09,4.54E-10,4.54E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1081.0478,,,s,3.18E-09,4.75E-10,4.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1081.7087,,,s,2.77E-09,4.21E-10,4.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1082.4058,,,s,4.24E-09,5.18E-10,5.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1083.0753,,,s,3.48E-09,5.28E-10,5.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1083.6867,,,s,3.32E-09,4.95E-10,4.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1084.245,,,s,3.91E-09,5.83E-10,5.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1084.9739,,,s,2.32E-09,3.46E-10,3.46E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1085.6983,,,s,3.60E-09,5.37E-10,5.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1086.2621,,,s,3.53E-09,5.26E-10,5.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1086.9312,,,s,4.06E-09,4.96E-10,4.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1087.5524,,,s,4.00E-09,5.84E-10,5.84E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1088.1371,,,s,2.55E-09,3.80E-10,3.80E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1088.9259,,,s,3.44E-09,5.23E-10,5.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1089.5569,,,s,3.28E-09,4.84E-10,4.84E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1090.1692,,,s,3.61E-09,5.38E-10,5.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1090.7268,,,s,3.32E-09,5.04E-10,5.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1091.4059,,,s,3.39E-09,5.06E-10,5.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1091.9885,,,s,3.71E-09,5.53E-10,5.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1092.5924,,,s,3.05E-09,4.55E-10,4.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
1093.3158,,,s,2.88E-09,4.37E-10,4.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
