Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,HostGroup,SlopGroup,,,,,,,,,,,,,,,
954.94,s,8.38E-10,1.58E-10,1.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
960.133,s,6.07E-10,1.16E-10,1.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
965.626,s,9.70E-10,1.81E-10,1.81E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
969.913,s,7.67E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
975.411,s,6.31E-10,1.19E-10,1.19E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
980.924,s,7.24E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
986.58,s,7.65E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
990.535,s,9.32E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
994.789,s,8.74E-10,1.65E-10,1.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
999.137,s,8.96E-10,1.70E-10,1.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1004.289,s,6.96E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1008.95,s,8.30E-10,1.55E-10,1.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1014.17,s,7.24E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1019.194,s,6.53E-10,1.26E-10,1.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1025.212,s,6.84E-10,1.31E-10,1.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1029.937,s,8.84E-10,1.65E-10,1.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1034.539,s,7.83E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1039.932,s,7.32E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1045.633,s,6.30E-10,1.19E-10,1.19E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1050.709,s,7.68E-10,1.46E-10,1.46E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1056.674,s,6.55E-10,1.24E-10,1.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1061.74,s,9.40E-10,1.78E-10,1.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1066.305,s,7.26E-10,1.39E-10,1.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1071.8,s,6.97E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1076.979,s,7.40E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1082.236,s,6.29E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1087.921,s,6.72E-10,1.32E-10,1.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1092.946,s,8.23E-10,1.62E-10,1.62E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1098.564,s,7.02E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1103.759,s,7.86E-10,1.55E-10,1.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1107.881,s,8.86E-10,1.71E-10,1.71E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1112.575,s,7.65E-10,1.46E-10,1.46E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1118.674,s,6.06E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1124.327,s,7.11E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1128.753,s,9.28E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1133.495,s,7.45E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1138.178,s,8.08E-10,1.54E-10,1.54E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1143.583,s,6.39E-10,1.24E-10,1.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1149.348,s,6.10E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1155.808,s,7.07E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1161.67,s,6.11E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1166.881,s,7.07E-10,1.38E-10,1.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1171.991,s,7.54E-10,1.42E-10,1.42E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1177.509,s,6.80E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1182.633,s,7.20E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1188.278,s,6.05E-10,1.16E-10,1.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1194.405,s,7.14E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1200.361,s,6.96E-10,1.31E-10,1.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1205.775,s,7.07E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1210.869,s,6.89E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1216.639,s,6.53E-10,1.29E-10,1.29E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1223.212,s,4.33E-10,9.41E-11,9.41E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1229.155,s,5.80E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1235.209,s,7.13E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1240.776,s,5.54E-10,1.03E-10,1.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1247.142,s,4.47E-10,9.63E-11,9.63E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1253.109,s,5.77E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1259.962,s,6.98E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1265.431,s,6.32E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1271.199,s,4.26E-10,9.13E-11,9.13E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1277.674,s,5.22E-10,9.99E-11,9.99E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1284.031,s,6.90E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1289.258,s,5.07E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1294.191,s,8.41E-10,1.60E-10,1.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1298.948,s,5.11E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1304.082,s,5.01E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1309.719,s,6.68E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1315.454,s,5.63E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1322.047,s,6.51E-10,1.25E-10,1.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1327.923,s,7.08E-10,1.33E-10,1.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1333.709,s,5.10E-10,9.98E-11,9.98E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1340.35,s,5.77E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1346.345,s,6.43E-10,1.23E-10,1.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1352.557,s,5.88E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1359.564,s,5.13E-10,9.84E-11,9.84E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1366.446,s,5.25E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1371.707,s,5.65E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1378.043,s,6.81E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1383.319,s,4.97E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1388.271,s,3.98E-10,9.15E-11,9.15E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1394.563,s,5.13E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1399.746,s,5.49E-10,1.05E-10,1.05E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1405.646,s,7.14E-10,1.38E-10,1.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1411.624,s,6.18E-10,1.16E-10,1.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1417.792,s,5.67E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1424.31,s,6.29E-10,1.20E-10,1.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1429.919,s,6.38E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1435.832,s,6.39E-10,1.23E-10,1.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1441.633,s,6.38E-10,1.22E-10,1.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1447.191,s,5.06E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1452.463,s,6.00E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1457.982,s,4.95E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1464.14,s,5.76E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1470.831,s,6.17E-10,1.18E-10,1.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1476.793,s,5.97E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1483.067,s,4.15E-10,9.48E-11,9.48E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1488.778,s,6.02E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1495.056,s,4.17E-10,8.94E-11,8.94E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1500.318,s,5.23E-10,1.07E-10,1.07E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1506.08,s,6.67E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1512.567,s,5.68E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1519.019,s,5.17E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1525.277,s,4.76E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1530.571,s,5.19E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1536.036,s,4.96E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1541.854,s,5.71E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1547.58,s,5.13E-10,1.03E-10,1.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1553.667,s,6.22E-10,1.18E-10,1.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1560.178,s,4.32E-10,9.71E-11,9.71E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1565.985,s,4.95E-10,9.80E-11,9.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1572.307,s,4.76E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1577.986,s,4.62E-10,1.00E-10,1.00E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1583.415,s,3.76E-10,8.01E-11,8.01E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1590.15,s,5.83E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1596.179,s,5.84E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1603.055,s,4.05E-10,8.71E-11,8.71E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1609.062,s,6.20E-10,1.20E-10,1.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1614.38,s,5.18E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1620.611,s,5.50E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1627.014,s,5.64E-10,1.06E-10,1.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1633.542,s,4.33E-10,9.33E-11,9.33E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1639.457,s,6.87E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1645.044,s,5.55E-10,1.06E-10,1.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1651.713,s,4.89E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1657.337,s,5.73E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1664.255,s,3.58E-10,7.67E-11,7.67E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1670.918,s,4.17E-10,8.90E-11,8.90E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1676.797,s,6.11E-10,1.18E-10,1.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1682.707,s,5.62E-10,1.06E-10,1.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1689.126,s,5.19E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1694.979,s,5.85E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1700.492,s,4.65E-10,1.05E-10,1.05E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1705.788,s,4.59E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1711.919,s,5.23E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1716.637,s,4.65E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1722.033,s,3.70E-10,7.87E-11,7.87E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1727.995,s,4.84E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1733.62,s,5.06E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1738.645,s,3.90E-10,8.66E-11,8.66E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1744.605,s,6.12E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1749.971,s,5.12E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1755.421,s,4.49E-10,9.87E-11,9.87E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1760.786,s,4.71E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1766.109,s,5.57E-10,1.20E-10,1.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1771.929,s,7.46E-10,1.39E-10,1.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1777.385,s,4.83E-10,1.03E-10,1.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1784.236,s,5.81E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1791.117,s,4.40E-10,9.67E-11,9.67E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1797.289,s,4.87E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1803.37,s,4.70E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1808.652,s,3.52E-10,8.24E-11,8.24E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
1838.229,s,1.72E-10,3.88E-11,3.88E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,,,,,,,,,,,,,,,
